eliminado,fecha_creacion,id,tipo_impuesto_id,nombre,codigo
false,2025-03-12T17:05:33.587,56,2,Impofin-z- azitromicina 500 mg caja x 3 tabletas -impofar,7707341100118
false,2025-03-12T17:09:06.155,57,2,Bacty- azitromicina caja 500 mg -x 3 tabletas- brandexx ,7709950854017
false,2025-03-12T17:13:22.737,58,2,Activiral-aciclovir caja 800 mg x10 tabletas-laboquifar,7707019412628
false,2025-03-12T17:20:46.320,59,2,Crema- acido fusidico 15 g --laproff,7703038859246
false,2025-03-12T17:23:28.639,60,2,Crema aciclovir - 15 g -anglopharma,7707035510513
false,2025-03-12T17:25:17.632,61,2,Crema activiral- aciclovir 15 g - laboquifar,7707019379464
false,2025-03-13T08:43:22.212,62,2,Prueba embarazo- cassette,7709923870549
false,2025-03-13T08:56:24.936,63,2,Mucotrop jarabe x 120 ml  anglopharma,7707035511107
false,2025-03-13T09:00:25.272,64,2,Naproxeno 500 mg x 10 tabletas - ag ,7706569001450
false,2025-03-13T09:55:50.463,65,2,Loperamida  2 mg x 6 tabletas - laproff ,7703038012351
false,2025-03-13T10:19:51.600,66,2,Cindimizol- fluconazol- 200 mg x 5 caps - bioquifar,7707019332124
false,2025-03-13T10:26:28.395,67,2,Diclofenaco - retard 100 mg x 20 cap -ag ,7706569000958
false,2025-03-13T10:29:25.179,68,2,Clotrimazol crema  vaginal 40 g- farmionni,7707184161420
false,2025-03-13T10:50:30.437,69,2,Amoxicilina 500 mg- 50 cap - la sante,7703763070237
true,2025-03-13T10:57:32.731,70,2,Noxpirin plus caja x 120 cap- siegried,7707355055626
false,2025-03-13T11:00:27.309,71,1,Emulsion ledmar x 250 ml- ledmar,7707016401021
false,2025-03-13T11:06:15.339,72,1,Removedor-esmalte- 90 ml - interbel,220307
false,2025-03-13T11:10:50.381,73,1,Seda dental con cera - 30 mts - mv,7707282391552
false,2025-03-13T11:14:03.135,74,2,Minoxidil 60 ml - laproff,7703038690146
false,2025-03-13T11:20:23.559,75,2,Levotiroxina 100 mg - x 150 tabletas - colmed,7703153040628
false,2025-03-13T11:26:42.820,76,2,Gaviscon doble accion - caja x 12 sachets- healh,7702626211770
false,2025-03-13T11:37:26.157,77,1,Jerina 5 ml - caja  x 100 - medispo,7707270361222
false,2025-03-13T11:40:53.704,78,2,Libelle caja x 2 tabletas- novamed,7703546034029
false,2025-03-13T11:47:56.742,79,2,Clotrimazol ovulos caja x 10 unid- colmed,7703153016050
false,2025-03-13T11:55:33.648,80,2,Lincomicina 600-mg x 10 ampollas - vitalis,7707236127572
false,2025-03-13T12:04:37.128,81,2,Noraver garganta cereza x 12 tabletas - tq,7702057162405
false,2025-03-13T12:15:23.135,82,1,Balance men clinical  crema sachets- 9-g - henkel,7702045442755
false,2025-03-13T12:18:59.294,83,1,Balance normal crema x 30 g -henkel,7702045974171
false,2025-03-13T12:24:55.023,84,1,Balance men clinical x 30 g- henkel,7702029509382
false,2025-03-13T12:35:25.363,85,1,Balance clinical  women 30 g- care- henkel,7702029173781
false,2025-03-13T12:40:20.210,86,1,Balance cliinical invisible x 30 g - henkel,7702045697742
false,2025-03-13T12:59:46.436,87,2,Next-gl caja x 8 cap -hc- clover,650240060083
false,2025-03-13T13:04:34.004,88,1,Palette- color negro 1-0 ,7702045087895
true,2025-03-13T13:07:58.552,89,1,Palette color castaño oscuro-4-0 ,7702045260298
false,2025-03-13T13:44:00.709,90,2,Alopurinol 300 mg caja x 30 tabletas - menphis,7704412080867
false,2025-03-13T13:47:47.455,91,2,Alopurinol 100 mg caja x 30 tabletas- menphis,7704412080607
false,2025-03-13T13:50:43.682,92,2,Amlodipino 5 mg caja x 300 tabletas - laproff,7703038067429
false,2025-03-13T13:52:27.336,93,2,Amlodipino 5 mg caja x 10 tabletas - laproff,7703038062646
false,2025-03-13T13:54:59.980,94,2,Atorvastatina 20 mg caja x 50 tabletas - laproff,7703038067597
false,2025-03-13T13:57:41.270,95,2,Atorvastatina 40 mg x caja  30 tabletas - laproff,7703038067566
false,2025-03-13T14:01:34.257,96,2,Atorvastatina 40 mg caja x 30 tabletas  - ecar,1272
false,2025-03-13T14:05:44.353,97,2,Acido folico 1 mg caja x 400 tabletas - laproff,7703038040309
false,2025-03-13T14:11:27.276,98,2,Amdelt - ampicilina 500 mg caja x 100 cap - delta ,6921875009230
false,2025-03-13T14:27:28.498,99,2,Amoxicilina - deltmoxi 500 mg caja x 100 cap - delta,6921875009193
false,2025-03-13T14:31:06.668,100,2,Allegra 120 mg - caja x 2 tabletas - sanofi,3664798066531
false,2025-03-13T14:33:23.470,101,2,Beclort- beclometasona 250 mg bucal- cipla,8901117251175
false,2025-03-13T14:36:53.378,102,2,Betametasona 8 mg caja x 10 ampollas- vitalis,7707236125530
false,2025-03-13T14:45:35.017,103,2,Bisacodilo 5 mg caja x 100 tabletas - recipe,7702195086748
false,2025-03-13T14:49:42.066,104,2,Betahistina 8 mg caja x 20 tabletas - laproff,7703038067146
false,2025-03-13T14:54:22.136,105,2, vaio 8 mg- betahistina caja x 30 tabletas - bioquifar,7707019371260
false,2025-03-13T14:58:08.065,106,2,Natrozim-azitromicina 500mg x 3 mg tas-lg-pharma,7707357202776
false,2025-03-13T15:04:02.130,107,2,Betametasona-tudermifar 40,g /  0,05% bioquifar,7707019459074
false,2025-03-13T15:09:44.587,108,2,Fuciclear-betametasona-40,g / 0,05% lg-pharma,7707357200307
false,2025-03-13T15:11:44.313,109,2,Betametasona 20,g /  0,1% - ag,7706569001672
false,2025-03-13T15:16:44.706,110,2,Berodual 20,ml  / 0,50 m,g  / 0,25 m,g  - boehringer,7703381000463
false,2025-03-13T15:22:23.103,111,2,Colchicina 0,5,mg caja x 40 tabletas - coaspharma ,7703712031197
false,2025-03-13T15:27:33.378,112,2,Ceftriaxona-sodica 1,g caja x 10 unid - delta,6900191011042
false,2025-03-13T15:33:48.970,113,2,Captopril 50-m,g caja x 30 tabletas - recipe,7702195713507
false,2025-03-13T15:35:56.175,114,2,Captopril 25,mg caja x 30 tabletas -recipe,7702195713408
false,2025-03-13T15:42:51.804,115,2,Colchicina 0,5 mg caja x 40 tabletas  - laproff,7703038067016
false,2025-03-13T15:45:54.277,116,2,Procatec-ciprofloxacino 500,mg caja x 10 tabletas ,7707274722715
false,2025-03-13T15:50:02.469,117,2,Ciprofloxacino 500,mg 10 tabletas - mk,7702057708979
false,2025-03-13T15:54:45.421,118,2,Compeljo b caja x 250 tabletas - ecar,7702184010082
false,2025-03-13T16:06:11.311,119,2,Complejo b- caja x 10 ampollas - ecar,7702184030196
false,2025-03-13T16:09:46.014,120,2,Zeridil-cetirizina 10,mg - x 10 tabletas -bioquifar,7707019330229
false,2025-03-13T16:12:08.480,121,2,Cetirizina 10,mg caja x 10 tabletas - ag,7706569001467
false,2025-03-13T16:14:22.223,122,2,Cetirizina 10,mg caja x 10 tabletas - recipe ,7702195076398
false,2025-03-13T16:17:58.787,123,2,Cefalexina 500,mg - caja x 100 cap- laproff,7703038612636
false,2025-03-13T16:21:58.092,124,2,Clotrimazol- gotas 30,ml / 1% - la proff,7703038065333
false,2025-03-13T16:30:38.475,125,2,Flodelt-ciprofloxacina 500,mg-x-100 tbls-delta ,6921875009971
false,2025-03-13T16:39:53.231,126,2,Cefalexina-ceprax  500,mg caja x 50 cap - anglopharma,7707035510100
false,2025-03-13T16:43:23.610,127,2,Plurigram-ciprofloxacina 500,mg x 10 tbls- quimica patric,7707067620242
false,2025-03-13T16:46:22.519,128,2,Ciprofloxacino 500,mg x 10 tabletas - ag,7706569000088
false,2025-03-13T16:50:38.154,129,2,Clindamicina 300,mg x 24 cap -coaspharma,7703712534476
false,2025-03-13T16:52:39.482,130,2,Claritromicina 500,mg x10- tabletas - memphis,7704412477957
false,2025-03-13T16:54:41.601,131,2,Carvedilol 12,5-mg x 30 tabletas - memphis,7704412870383
false,2025-03-13T16:56:30.597,132,2,Carvedilol 6,25-mg x 30 tabletas - memphis,7704412376328
false,2025-03-13T16:58:14.524,133,2,Celecoxib 200,mg x 10 cap- recipe,7702195057304
false,2025-03-13T17:03:46.595,134,2,Clonidina-hcl-  0.150,mg-  150 tabletas anglopharma ,7707035540206
false,2025-03-13T17:07:19.445,135,2,Cloranfenicol 250,mg x 50 cap -colmed,7703153003296
false,2025-03-13T17:12:23.649,136,2,Clorfeniramina 4,mg -x 20 tabletas- coaspharma,7703712030695
false,2025-03-13T17:19:19.736,137,2,Carbamazepina 200,mg- caja x 300 tbls - laproff,7703038050124
false,2025-03-13T17:21:49.620,138,2,Clotrimazol-crema vaginal-40,mg - 1% - laproff,7703038878728
false,2025-03-13T17:24:42.702,139,2,Clotrimazol- crema  topica - 40,mg / 1% - farmionni,7707184161093
false,2025-03-13T17:27:27.460,140,2,Dexametasona ampolla 4,mg- vitalis,7709990439298
false,2025-03-13T17:29:57.165,141,2,Doxiciclina 100,mg x 10 cap - coaspharma,7703712032552
false,2025-03-13T17:32:44.695,142,2,Desloratadina 5,mg caja x 10 tblas -coaspharma,7703712034631
false,2025-03-13T17:34:18.835,143,2,Desloratadina 5,mg x 10 tbls - laproff,7703038067023
false,2025-03-13T17:42:51.565,144,2,Dexametasona 8,mg/ 2,ml-x 100 ampollas -farmionni,7707184160478
false,2025-03-13T17:49:05.393,145,2,Diclofenaco 75,mg / 3,ml - x 10 ampollas- genfar,7705959881092
false,2025-03-14T08:16:55.993,147,2,Noriflam-diclofenaco 75,mg/3,ml- x 6 ampollas- med-line,7709990733716
false,2025-03-14T08:28:02.910,148,2,Zaway-diclofenaco 75,mg/3,ml x 10 ampollas-farma,7707269910189
false,2025-03-14T08:35:11.217,149,2,Dicloxacilina 500,mg x 50 cap - ag,7706569000439
false,2025-03-14T08:40:45.200,150,2,Diclofenaco 50,mg x 250 tabletas - ecar,7702184010655
false,2025-03-14T08:44:59.206,151,2,Diclofenaco 50,mg x 400 tabletas - laproff,7703038050209
false,2025-03-14T08:49:57.506,152,2,Dipirona 500,mg x 50 tabletas - ecar,7702184010457
false,2025-03-14T08:54:58.753,153,2,Domeboro 2,2 ,g  - x 25 sobres - bayer,7702123006862
false,2025-03-14T09:00:13.544,154,2,Difenhidramina 50,mg - x 50 cap - anglopharma,7707035580943
false,2025-03-14T09:04:22.295,155,2,Diclofenaco 50,mg - x 30 tabletas - genfar ,7702605100866
false,2025-03-14T09:07:31.152,156,2,Torrox 90,mg  x 10 tabletas - hetero,8903726232798
false,2025-03-14T09:10:46.330,157,2,Enterogermina 5,ml x 10 ampollas- sanofi,3582910009900
false,2025-03-14T09:14:27.411,158,2,Evadinex-etoricoxib 120,mg - x 15 tbls - anglopharma,7707035595565
false,2025-03-14T09:17:57.514,159,2,Espironolactona 25,mg- x 20 tabletas- laproff,7703038065920
false,2025-03-14T09:21:09.162,160,2,Enalapril 5,mg x 50 tabletas -  coaspharma,7703712030275
false,2025-03-14T09:53:36.842,161,2,Espasmydol- x 20 tabletas - laboquifar,7707019402100
false,2025-03-14T09:57:57.410,162,2,Depo-medrol 40,mg / 1,ml - pfizer,7591257002273
false,2025-03-14T10:05:45.815,163,2,Esomeprazol 20,mg x 10 cap - bioquifar,7707019360899
false,2025-03-14T10:31:22.993,164,2,Diexsomeprazol-esomeprazol 20,mg- x 30cap- bioquifar,7707019343342
false,2025-03-14T10:34:04.344,165,2,Diexsomeprazol-omeprazol 40,mg x 30cap- bioquifar,7707019384338
false,2025-03-14T10:51:05.025,166,2,Esomeprazol 20,mg - x 30 tbls- colme,7703153022068
false,2025-03-14T11:10:12.865,167,2,Esomeprazol 40,mg- x 30 tabletas - colmed,7703153022075
false,2025-03-14T11:14:02.115,168,1,Pañitos humedos pequeñin manzanilla x 80 unides,7702026152536
false,2025-03-14T11:17:57.723,169,1,Pañitos humedos pequeñin x 70 unidades,7702026147624
false,2025-03-14T11:21:50.853,170,2,Tampones nosotras super,7702027437076
false,2025-03-14T11:27:01.721,171,2,Fluoxetina 20,mg- x 30 cap - ag,7706569000545
false,2025-03-14T11:29:21.192,172,2,Glibenclamida 5,mg x 30 tabletas - coaspharma,7703712030855
false,2025-03-14T11:31:55.724,173,2,Gemfibrozilo 600,mg x 20 tabletas -  coaspharma,7703712032675
false,2025-03-14T11:43:05.628,174,2,Gentamicina 160,mg / 2,ml- x 10 ampollas- farmionni,7707184160676
false,2025-03-14T11:45:19.917,175,2,Fluconazol 150,mg x 1 cap - coaspharma,7703712032637
false,2025-03-14T11:48:54.530,176,2,Fluconazol 200,mg x 5 cap - coaspharma,7703712032620
false,2025-03-14T11:53:58.453,177,2,Hidroclorotiazida 25,mg- x 400 tabletas - laproff,7703038050261
false,2025-03-14T11:59:04.891,178,2,Fencafen 100,mg - x 50 tabletas - tq,7702057010843
false,2025-03-14T12:03:54.263,179,2,Furosemida,7703038050247
false,2025-03-14T12:08:00.576,180,2,Flunarizina 10,mg x 20 tabletas - coaspharma,7703712032705
false,2025-03-14T12:20:30.225,181,2,Irbesartan 300,mg- x 14 tabletas - mk,7702057074456
false,2025-03-14T12:25:37.112,182,2,Ibuprofeno+metacarbamol/200,mg/500,mg- x 30 tbls genfar,7702605102716
false,2025-03-14T13:08:14.684,183,2,Ibuprofeno 800,mg- x 50 tabletas - genfar,7702605101511
false,2025-03-14T13:16:23.443,184,2,Ibuprofeno 400,mg x 60 tabletas - coaspharma,7703712032736
false,2025-03-14T13:18:53.709,185,2,Hidroxicina 25,mg- x20 tabletas - coaspharma,7703712031302
false,2025-03-14T13:23:17.703,186,2,Hioscina/n-butilbromuro-20,mg/1,ml- x 10 ampollas- vitalis ,7707236123048
false,2025-03-14T14:16:14.553,187,2,Hidrocortisona 15,g / 1% - coaspharma,7703712034679
false,2025-03-14T14:19:31.664,188,2,Hidrocortisona 15,g / 1% ag,7706569000194
false,2025-03-14T14:23:02.807,189,2,Hidrocortisona 15,g / 1% - mk ,7702057075002
false,2025-03-14T14:26:18.394,190,2,Hidrortisona ampolla 100,mg - vitalis,7709482273362
false,2025-03-14T14:29:51.385,191,2,Rizin-levocetirizina 5,g - x 10 tbls - coaspharma,7708952877178
false,2025-03-14T14:31:41.874,192,2,Langenix-lansoprazol-30,mg x 14 cap- hetero,8903726263419
false,2025-03-14T14:35:20.183,193,2,Levotiroxina 75,mg - x 50 tbls - merck,7501298224947
false,2025-03-14T14:40:10.428,194,2,Levotiroxina 50,mg x 150 tbls -colmed,7703153040611
false,2025-03-14T14:49:40.171,195,2,Flurinex-levofloxacina 500,mg- x 14 tbls- bioquifar,7707019312836
false,2025-03-14T14:52:46.656,196,2,Losartan 50,mg- x 300 tabletas- laproff,7703038050346
false,2025-03-14T14:59:09.586,197,2,LORATADINA 10,MG X 400 TBLS,7703038050339
false,2025-03-14T15:14:27.138,198,2,Fungisterol-ketoconazol 200,mg- x 10 tabletas - bioquifar,7707019332605
false,2025-03-14T15:16:33.097,199,2,Ketoconazol 200,mg - x 10 tabletas - coaspharma,7703712030367
false,2025-03-14T15:23:27.417,200,2,Asmiket-ketoconazol 1,mg - x 30 tbls - bioquifar,7707019328660
false,2025-03-14T15:30:21.621,201,2,Loratadina 10,mg- x 20 tbls - ag,7706569000415
false,2025-03-14T15:32:17.623,202,2,Loratadina 10,mg- x 10 tabletas- coaspharma ,7703712031784
false,2025-03-14T15:39:37.454,203,2,Licofar-lincomicina 600,mg/2 ml-10 ampollas- profar,7709506348427
false,2025-03-14T15:41:21.027,204,2,Lozartan 50,mg- x 30 tabletas - expofarma,7703432422237
false,2025-03-14T15:44:32.170,205,2,Lincomicina 600,mg/2,ml- x 10 ampollas- vitalis,7707236120191
false,2025-03-14T15:47:39.197,206,2,Lomotil x 4 tabletas - pfizer,7861073963530
false,2025-03-14T15:49:59.125,207,2,Costilax 66,7% sobres,1422
false,2025-03-14T15:58:23.823,208,2,Lozartan 100,mg x 400 tabletas- ecar,7702184013120
false,2025-03-14T16:00:52.312,209,2,Losartan 50,mg- x 30 tabletas - genfar,7702605103232
false,2025-03-14T16:03:40.929,210,2,Losartan 100,mg- x 30 tabletas - memphis,7704412308428
false,2025-03-14T16:07:22.814,211,2,Irbigen-irbesartan 150,mg- x 30 tabletas - hetero ,8903726237687
false,2025-03-14T16:10:14.582,212,2,Lovastatina 20,mg- x 20 tabletas- ag,7706569000705
false,2025-03-14T16:13:54.740,213,2,Losartan 50,mg - x 30 tabletas- ag,7706569021618
false,2025-03-14T16:16:51.475,214,2,Losartan 50,mg- x 300 tabletas- ecar,7702184011430
false,2025-03-14T16:18:56.307,215,2,Levofloxacina 500,mg - x 7 tabletas - laproff,7703038067030
false,2025-03-14T16:23:32.552,216,2,Diezmopraz-LANSOPRAZOL 30,MG - X 28 CAP BIOQUIFAR,7707019352757
false,2025-03-14T16:30:17.680,217,2,Lanspprazol 30,mg- x 14 cap- genfar,7702605102006
false,2025-03-14T17:44:53.988,218,2,Metronidazol*500mg*10 ovulos,7703153007102
false,2025-03-14T17:49:11.338,219,2,Metoprolol*50mg*caja*300 tbs*laproff,7703038050414
false,2025-03-14T17:51:48.145,220,2,Metoprolol*50mg*caja*30 tbs*memphis,7704412167124
false,2025-03-14T17:55:53.967,221,2,Metoclopramida*caja*30 tbs*coaspharma,7703712032101
false,2025-03-14T18:07:25.175,222,2,Stomavidnh*caja*18 capsulas*colompack,7709358082401
false,2025-03-14T18:15:12.541,223,2,Montelukas*4 mg*caja*30 tbs*hetero,8903726178720
false,2025-03-15T08:21:21.689,224,2,Aircys*montelukas*4 mg*30 tabletas*bioquifar,7707019303698
false,2025-03-15T08:37:03.860,225,2,Aircys -montelukas 5,mg -x 30 tabletas - bioquifar,7707019335187
false,2025-03-15T08:42:44.266,226,2,Norfloxacino 400,mg - x 20 tabletas- coaspharma,7703712030480
false,2025-03-15T08:47:27.825,227,2,Rodiflex-duo-meloxican+esomeprazol x15 tbls,7709233974470
false,2025-03-15T08:53:04.265,228,2,Norfloxacino 400,mg- x 14 tabletas- ag ,7706569000231
false,2025-03-15T08:58:23.398,229,2,Meblainex-meloxican-15,mg -x 5 ampollas- blaskov,7702896001774
false,2025-03-15T09:00:56.592,230,2,Metoclopramida 10,mg x 10 ampollas- vitalis,7707236128975
false,2025-03-15T09:06:05.124,231,2,Metronidazol 500,mg x 100 tabletas- coaspharma,7703712035799
false,2025-03-15T09:09:16.379,232,2,Perclusone-naproxeno 500,mg-x 10 tbls-bioquifar,7707019339116
false,2025-03-15T09:18:18.253,233,2,Perclusone-naproxeno 250,mg- x10 tbls-bioquifar,7707019339161
false,2025-03-15T09:20:20.298,234,2,Taxen-nitazoxanida 500,mg- x 6 tbls- rociphar,7707186901376
false,2025-03-15T09:25:02.563,235,2,Nitoxipar 500,mg- x 6 tbls- bioquifar,7707019344202
false,2025-03-15T09:29:43.547,236,2,Mexican-meloxican 15,mg x 10 tbls- bioquifar,7707019337112
false,2025-03-15T09:43:57.115,237,2,Meloxican 15,mg- x 10 tbletas- ag ,7706569020437
false,2025-03-15T09:47:37.313,238,2,Naproxeno 250,mg- x 10 tabletas- coaspharma,7703712030459
false,2025-03-15T09:57:21.304,239,2,Reflexal-metacarbamol 750,mg- x 20 tbls- bioquifar,7707019402087
false,2025-03-15T10:50:24.691,240,2,Rodiflex-meloxican 15,mg- x 10 tbls,7709233974418
false,2025-03-15T11:08:36.810,241,2,Metroxazide,7707019340907
true,2025-03-15T11:17:21.517,242,1,Tinte palette surtido,770202968975677020293516537702029689756
true,2025-03-15T11:24:02.732,243,1,Tinte palette surtido,9756-1653-1425-7169
false,2025-03-15T13:38:31.399,244,2,Novoxican-meloxican 15,mg x 10 tabletas-novofar,7709225183057
false,2025-03-15T14:02:07.076,245,2,Neumuc*jarabe*frasco*120ml*farma,7709587585063
false,2025-03-15T14:05:09.820,246,2,Postday*0.75mg*caja*2 tabletas*lafrancol,7702870002728
false,2025-03-15T14:07:22.838,247,2,Test*a-linstant* lg pharma,7707357200055
false,2025-03-15T14:10:26.033,248,2,Dolinstan*ibuprofeno*jarabe*fco*120 ml*coaspharma,7709946708393
false,2025-03-15T14:12:10.471,249,2,Clindabact*clot/clindam*caja*3 ovulos*tridex,7707263007755
false,2025-03-15T14:14:00.328,250,2,Tor*crema*tubo*10 gramos*blaskov,7702896000364
false,2025-03-15T14:19:50.651,251,2,Diglufor*metformina*850mg*caja*30 tabletas*bioq,7707019481600
false,2025-03-15T14:30:39.193,252,2,Sacrusyt*salbutamol*inh*faes farma,7707274721206
false,2025-03-15T14:32:47.464,253,2,Mucotrop*jarabe niños*fco*120ml*anglopharma,7707035511077
false,2025-03-15T14:35:42.945,254,2,Acetaminofen*jarabe*frasco*120 ml*laproff,7703038067269
false,2025-03-15T14:47:38.884,255,2,Mieltertos- x 12 sobres,7707232095769
false,2025-03-15T14:57:57.989,256,2,Pedialyte - surtido -abbott,750103396155775010339573767501033957369
false,2025-03-15T15:06:12.560,257,2,Microgynon x 21 cap- tecnofarma,7896116860972
false,2025-03-15T15:14:17.114,258,1,Crema lubriderm-humectacion-diaria-120,ml-unilever,7702031244486
false,2025-03-15T15:20:45.790,259,1,Crema lubriderm-procteccion solar x 120 ,ml - unilever,7702035469151
false,2025-03-15T15:30:34.322,260,1,Color 1 liquido surtido - 15,ml - interbel,77072236633427707223660020
false,2025-03-15T15:51:17.836,261,2,Electroly - surtido - 625,ml - pisa,750112517647075011251764947501125185182750112517654875011251764707501125184864
true,2025-03-15T15:56:51.782,262,1,Color 1 pastilla  4,g / 10,g - interbel,7707223660013
false,2025-03-15T16:10:46.678,263,1,Lubriderm sobre 25,ml humectacion diaria- unilever,7702031244561
false,2025-03-15T16:17:55.433,264,1,Lubriderm prevencion-fps 3- x 25,ml ,7702031571438
false,2025-03-15T16:29:01.038,265,2,Nodol-forte-acetaminofen+codeina-325g/ 30g- x 30 ,7707367050954
false,2025-03-15T16:37:22.104,266,2,Propranolol 40,mg- x 20 tbls- coaspharma,7703712031463
false,2025-03-15T16:44:48.320,267,2,Osteosan-piroxican 40,mg- x 3 ampollas-bioquifar,7707019336016
false,2025-03-15T16:51:49.926,268,2,Pantoprazol 40,mg- x 28 tabletas- sandoz,7702635610267
false,2025-03-15T17:41:14.215,269,2,Piroxicam*40mg*caja*5 ampollas*recipe,7702195719189
false,2025-03-15T17:43:35.613,270,2,Pluropon*200/50mg*caja*10 cap*bioquifar,7707019395266
false,2025-03-15T17:47:52.240,271,2,Orlistat*120mg*caja*60 capsulas*colmed,7703153020262
false,2025-03-15T17:51:10.465,272,2,Omeprazol*20mg*caja*300 capsulas*farmacol,7709071926723
false,2025-03-15T17:53:15.212,273,2,Omeprazol*20mg*caja*250 capsulas*ophalac,7708030465853
false,2025-03-15T17:55:19.751,274,2,Vigradina*50mg*caja*2 tabletas*bioquifar,7707019381108
